Full Auction title,Is Owned,Is it 'no reserve',Year,Make,Model Family,Model Identifier,Era,Origin,Category,Number Of Comments,Seller,Private Party Or Dealer,Ext. Color Group,Int. Color Group,Buyer,Odometer,Miles Of Kilometers,Location,Chassis/VIN,Status,Value,Auction End Day,Auction End Month,Auction End Day Number,Auction End Time,Number Of Bids,Auction URL,Number Of Views,Watchers,Color Description
1973 Porsche 911T Race Car,No,No,1973,Porsche,Porsche Longhood 911,911911 tlong hoodlonghood,1970s,German,Race Cars,42,RJM (https://bringatrailer.com/member/rjm/) ,,"","",,,,,"",Not Sold,"Bid to $29,627",Monday,August,5,1:04pm,31,https://bringatrailer.com/listing/1973-porsche-911t-40/,"13,174",623,""
1969 Porsche 911T IMSA RSR Tribute,No,No,1969,Porsche,Porsche Longhood 911,long hoodlonghood,1960s,German,Race Cars,76,passmenow (https://bringatrailer.com/member/passmenow/) ,,"","",,140k,Miles,,"",Not Sold,"Bid to $71,000",Friday,August,2,1:18pm,28,https://bringatrailer.com/listing/1969-porsche-911-9/,"14,886",645,""
1938 Dodge D8 Coupe Project,No,Yes,1938,Dodge,"","",1930s,American,"Prewar, Projects, Race Cars",37,celbii (https://bringatrailer.com/member/celbii/) ,,"","",Trang64 (https://bringatrailer.com/member/trang64/) ,,,,"",Sold,"$4,750",Thursday,August,1,2:41pm,13,https://bringatrailer.com/listing/1938-dodge-d8-coupe/,"8,072",198,""
1963 Elva Courier Mk3,No,No,1963,Elva,"","",1960s,British,Race Cars,55,Nolasport (https://bringatrailer.com/member/nolasport/) ,,"","",,,,,"",Not Sold,"Bid to $29,800",Wednesday,July,31,1:08pm,22,https://bringatrailer.com/listing/1963-elva-courier-mk3-3/,"14,299",546,""
Ex-Kepler/Sharp 1968 Chevrolet Corvette A-Production/IMSA L88 Race Car,No,No,1968,Chevrolet,Chevrolet Corvette C3,c3,1960s,American,Race Cars,52,tommy92racer (https://bringatrailer.com/member/tommy92racer/) ,,"","",,,,,"",Not Sold,"Bid to $79,000",Wednesday,July,24,1:06pm,33,https://bringatrailer.com/listing/1968-chevrolet-corvette-25/,"26,970",809,""
1994 Chevrolet Camaro 1LE Race Car,No,No,1994,Chevrolet,Chevrolet Camaro 4th Generation 1993-2002,"",1990s,American,Race Cars,21,abrracing (https://bringatrailer.com/member/abrracing/) ,,"","",,,,,"",Not Sold,"Bid to $8,100",Wednesday,July,24,12:47pm,13,https://bringatrailer.com/listing/1994-chevrolet-camaro-9/,"8,221",187,""
2008 Porsche 911 GT3 Cup,No,No,2008,Porsche,Porsche 997 GT3,"",2000s,German,Race Cars,47,WarrenC (https://bringatrailer.com/member/warrenc/) ,,"","",,Unknown,Unknown,,"",Not Sold,"Bid to $53,000",Wednesday,July,24,12:28pm,59,https://bringatrailer.com/listing/2008-porsche-cup-car/,"15,250",755,""
La Carrera Panamericana 1953 Studebaker Commander Race Car,No,No,1953,Studebaker,Studebaker Commander,"",1950s,American,Race Cars,59,cfujgo (https://bringatrailer.com/member/cfujgo/) ,,"","",curated (https://bringatrailer.com/member/curated/) ,,,,"",Sold,"$86,000",Wednesday,July,24,12:15pm,22,https://bringatrailer.com/listing/1953-studebaker-racecar/,"14,451",368,""
2002 WCTC Mazdaspeed Protege Track Car,No,No,2002,Mazda,"","",2000s,Japanese,Race Cars,29,geoVOLTA (https://bringatrailer.com/member/geovolta/) ,,"","",,Total,Chassis,,"",Not Sold,"Bid to $8,500",Wednesday,July,17,3:00pm,16,https://bringatrailer.com/listing/2002-mazda-protege5-3/,"9,042",220,""
1991 March 86A,No,No,1991,March,"","",1990s,American,Race Cars,94,Cunn5 (https://bringatrailer.com/member/cunn5/) ,,"","",,,,,"",Not Sold,"Bid to $36,250",Thursday,July,11,1:35pm,39,https://bringatrailer.com/listing/1991-march-86a/,"22,101",696,""
1985 Pontiac Fiero Huffaker IMSA Race Car,No,No,1985,Pontiac,Pontiac Fiero,"",2000s,American,Race Cars,135,tommy92racer (https://bringatrailer.com/member/tommy92racer/) ,,"","",,,,,"",Not Sold,"Bid to $37,000",Tuesday,July,9,1:02pm,29,https://bringatrailer.com/listing/2005-pontiac-hufficker-imsa-gtu/,"59,524",988,""
1966 Shelby Mustang GT350H Race Car,No,No,1966,"Shelby, Ford","Shelby Mustang GT350 & GT500, Ford Mustang 1964.5-1966","",1960s,American,Race Cars,123,tommy92racer (https://bringatrailer.com/member/tommy92racer/) ,,"","",,Unknown,Unknown,,"",Not Sold,"Bid to $80,500",Tuesday,July,9,12:02pm,19,https://bringatrailer.com/listing/1966-shelby-mustang-hertz-gt350h-5/,"47,219","1,472",""
2010 Hyundai Genesis Coupe Track Car,No,No,2010,Hyundai,"","",2010s,"Japanese, Korean",Race Cars,45,bbimpreza (https://bringatrailer.com/member/bbimpreza/) ,,"","",,4k,Miles,,"",Not Sold,"Bid to $12,300",Monday,July,8,2:24pm,32,https://bringatrailer.com/listing/2010-hyundai-genesis-coupe-2/,"18,889",285,""
1972 Datsun 510 Race Car,No,No,1972,Datsun,Datsun 510,"",1970s,Japanese,Race Cars,37,WoldRacing (https://bringatrailer.com/member/woldracing/) ,,"","",,,,,,Not Sold,"Bid to $19,000",Monday,July,1,1:08pm,16,https://bringatrailer.com/listing/1972-datsun-510-31/,"15,186",388,""
2003 Porsche 911 GT3 Cup Car,No,No,2003,Porsche,Porsche 996 GT3,"",2000s,German,Race Cars,73,perryn59 (https://bringatrailer.com/member/perryn59/) ,,"","",sebby0516 (https://bringatrailer.com/member/sebby0516/) ,,,,"",Sold,"$52,000",Friday,June,28,12:26pm,23,https://bringatrailer.com/listing/2003-porsche-gt3-cup/,"19,220",678,""
1965 MG MGB Race Car,No,No,1965,MG,MG MGB,mgmg b,1960s,British,Race Cars,31,leftcoastclassics (https://bringatrailer.com/member/leftcoastclassics/) ,,Green,,,,,,"",Not Sold,"Bid to $7,350",Thursday,June,27,12:40pm,7,https://bringatrailer.com/listing/1965-mg-mgb-8/,"8,761",297,Green Exterior Finish
1995 Subaru Legacy Race Car,No,No,1995,Subaru,Subaru Legacy,"",1990s,Japanese,Race Cars,60,jdemeis (https://bringatrailer.com/member/jdemeis/) ,,"","",,119k,Miles,,"",Not Sold,"Bid to $11,250",Tuesday,June,25,1:58pm,38,https://bringatrailer.com/listing/1995-subaru-legacy-2/,"16,185",346,""
1960s-Raced 1960 Chevrolet Corvette 327 4-Speed,No,No,1960,Chevrolet,Chevrolet Corvette C1,big brakesc1fuelie,1960s,American,Race Cars,60,Shaughnessy (https://bringatrailer.com/member/shaughnessy/) ,,White,,,3k,Miles,,"",Not Sold,"Bid to $88,888",Wednesday,June,19,2:55pm,6,https://bringatrailer.com/listing/1960-chevrolet-corvette-13/,"15,944",486,Red with White Coves over Black Interior
1957 Meskowski USAC Champ Car,No,No,1957,"","","",1950s,American,Race Cars,23,waynedalewiz (https://bringatrailer.com/member/waynedalewiz/) ,,White,,,,,,"",Not Sold,"Bid to $24,000",Tuesday,June,18,1:23pm,32,https://bringatrailer.com/listing/1957-meskowski-usac-champ-car/,"10,193",300,White Finish with Red Stripes
Modified 1969 Porsche 911T,No,No,1969,Porsche,Porsche Longhood 911,long hoodlonghood,1960s,German,Race Cars,69,mark_starr (https://bringatrailer.com/member/mark_starr/) ,,"","",,21k,Miles,,"",Not Sold,"Bid to $50,000",Tuesday,June,18,1:14pm,16,https://bringatrailer.com/listing/1969-porsche-911-11/,"15,063",741,""
1996 Lola T96/70,No,No,1996,"","","",1990s,British,Race Cars,63,fattogatto (https://bringatrailer.com/member/fattogatto/) ,,"","",,,,,"",Not Sold,"Bid to $27,751",Tuesday,June,11,1:15pm,8,https://bringatrailer.com/listing/1996-lola-cars-t-96-70/,"19,057",467,""
1971 Porsche 914 2.7L MFI Track Car,No,No,1971,Porsche,Porsche 914 1.7/1.8/2.0,"",1970s,German,Race Cars,83,Anacfez (https://bringatrailer.com/member/anacfez/) ,,Red,,nathanbs (https://bringatrailer.com/member/nathanbs/) ,,,,"",Sold,"$19,500",Tuesday,June,11,12:28pm,36,https://bringatrailer.com/listing/1971-porsche-914-11/,"14,701",646,Finished in Red
1959 Starkweather-Crosley H-Modified Special Race Car,No,No,1959,"","","",1950s,American,Race Cars,69,peckenpa (https://bringatrailer.com/member/peckenpa/) ,,"","",penp (https://bringatrailer.com/member/penp/) ,Unknown,Unknown,,"",Sold,"$16,500",Friday,June,7,1:07pm,20,https://bringatrailer.com/listing/1959-starkweather-crosley-special-h-modified-race-car/,"15,561",461,""
Modified Gambler Sprint Car,No,Yes,,"","","",2010s,American,Race Cars,110,blitz805 (https://bringatrailer.com/member/blitz805/) ,,"","",arkbuildernoah (https://bringatrailer.com/member/arkbuildernoah/) ,~100,Miles,,"",Sold,"$17,000",Wednesday,June,5,1:49pm,32,https://bringatrailer.com/listing/2017-assembled-vehicle-based-on-1984-gambler-sprint-car/,"12,740",329,""
1972 Ford Escort Twin Cam Race Car,No,No,1972,Ford,Ford Escort Mk1,"",1970s,"American, British",Race Cars,45,peterpentz (https://bringatrailer.com/member/peterpentz/) ,,"","",,,,,"",Not Sold,"Bid to $34,000",Tuesday,June,4,2:09pm,32,https://bringatrailer.com/listing/1972-ford-escort/,"16,851",606,""
2018 Volkswagen Golf GTI TCR Race Car,No,No,2018,Volkswagen,Volkswagen GTI Mk7,"",2010s,German,Race Cars,74,raceace2000 (https://bringatrailer.com/member/raceace2000/) ,,"","",mcintyc (https://bringatrailer.com/member/mcintyc/) ,4k,Kilometers,,"",Sold,"$85,000",Tuesday,June,4,1:23pm,40,https://bringatrailer.com/listing/2018-vw-golf-tcr-race-car/,"32,002",555,""
1989 Chevrolet Corvette Track Car,No,Yes,1989,Chevrolet,Chevrolet Corvette C4,c4,1980s,American,Race Cars,61,McCallj (https://bringatrailer.com/member/mccallj/) ,,"","",ioghli (https://bringatrailer.com/member/ioghli/) ,97k,Indicated,,"",Sold,"$14,000",Wednesday,May,29,3:05pm,34,https://bringatrailer.com/listing/1989-chevrolet-corvette-10/,"15,933",344,""
Ex-Vic Skirmants 1957 Porsche 356A Race Car,No,No,1957,Porsche,Porsche 356,356,1950s,German,Race Cars,99,tbollox (https://bringatrailer.com/member/tbollox/) ,,"","",VicSkirmants (https://bringatrailer.com/member/vicskirmants/) ,10,Miles,,"",Sold,"$59,000",Tuesday,May,28,1:28pm,21,https://bringatrailer.com/listing/1957-porsche-356a-4/,"16,424",648,""
2005 Acura TSX Race Car,No,No,2005,Acura,"","",2000s,Japanese,Race Cars,33,j_rad (https://bringatrailer.com/member/j_rad/) ,,"","",,,,,"",Not Sold,"Bid to $8,050",Monday,May,27,1:39pm,15,https://bringatrailer.com/listing/2005-acura-tsx/,"14,631",213,""
1986 Buick LeSabre NASCAR Race Car,No,No,1986,Buick,Buick LeSabre,"",1980s,American,Race Cars,52,BrewerRacing (https://bringatrailer.com/member/brewerracing/) ,,"","",,Unknown,Unknown,,"",Not Sold,"Bid to $16,000",Friday,May,24,12:33pm,22,https://bringatrailer.com/listing/1986-buick-lesabre/,"15,276",355,""
1972 Alfa Romeo Spider Race Car Project,No,No,1972,Alfa Romeo,Alfa Romeo 105/115 Spider Series 2,"",1970s,Italian,"Projects, Race Cars",43,Nickljm (https://bringatrailer.com/member/nickljm/) ,,"","",,,,,"",Not Sold,"Bid to $3,000",Tuesday,May,21,1:10pm,11,https://bringatrailer.com/listing/1972-alfa-romeo-spider-2/,"12,144",256,""
Period-Raced 1966 Chevrolet Corvette 427,No,No,1966,Chevrolet,Chevrolet Corvette C2,c2,1960s,American,Race Cars,96,TomTram (https://bringatrailer.com/member/tomtram/) ,,Black,,,71k,Miles,,"",Not Sold,"Bid to $67,000",Monday,May,20,12:54pm,36,https://bringatrailer.com/listing/1966-chevrolet-corvette-31/,"19,308",709,Tuxedo Black over Black Vinyl
1965 Wolseley Hornet Mk III Race Car,No,No,1965,Mini,Mini Classic,minimini cooperriley elf,1960s,British,Race Cars,37,Speeder37 (https://bringatrailer.com/member/speeder37/) ,,"","",najeebkhan (https://bringatrailer.com/member/najeebkhan/) ,Unknown,Unknown,,"",Sold,"$15,000",Friday,May,17,2:24pm,30,https://bringatrailer.com/listing/1965-wolseley-hornet/,"8,755",341,""
1968 Austin Mini Cooper Mk2 Race Car,No,No,1968,Mini,Mini Classic,"",1960s,British,Race Cars,46,Hydrolastic (https://bringatrailer.com/member/hydrolastic/) ,,"","",JET_Motors (https://bringatrailer.com/member/jet_motors/) ,,,,"",Sold,"$20,000",Friday,May,17,12:30pm,9,https://bringatrailer.com/listing/1968-austin-austin-mini-cooper-mk2-3/,"9,906",304,""
1960 Porsche 356B Roadster Project,No,Yes,1960,Porsche,Porsche 356,356,1960s,German,"Convertibles, Projects, Race Cars",95,photoguy (https://bringatrailer.com/member/photoguy/) ,,"","",hailey198 (https://bringatrailer.com/member/hailey198/) ,68k,Miles,,"",Sold,"$58,000",Wednesday,May,15,12:35pm,49,https://bringatrailer.com/listing/1960-porsche-356b-roadster-project/,"13,083",520,""
1974 Datsun 710 Race Car,No,No,1974,Datsun,"","",1970s,Japanese,Race Cars,47,MS23 (https://bringatrailer.com/member/ms23/) ,,"","",penp (https://bringatrailer.com/member/penp/) ,,,,"",Sold,"$16,750",Tuesday,May,14,3:00pm,20,https://bringatrailer.com/listing/1974-datsun-710-2/,"10,994",314,""
2014 Bauer Catfish #1,No,No,2014,"","","",2010s,"",Race Cars,55,Cord (https://bringatrailer.com/member/cord/) ,,"","",gcervz13 (https://bringatrailer.com/member/gcervz13/) ,200,Miles,,"",Sold,"$20,313",Friday,May,10,1:53pm,13,https://bringatrailer.com/listing/2014-bauer-limited-production-catfish-1/,"16,530",396,""
1973 Chevrolet Corvette Race Car,No,No,1973,Chevrolet,Chevrolet Corvette C3,c3,1970s,American,Race Cars,34,qkenw (https://bringatrailer.com/member/qkenw/) ,,"","",MMeurer (https://bringatrailer.com/member/mmeurer/) ,Unknown,Unknown,,"",Sold,"$30,000",Friday,May,10,1:40pm,14,https://bringatrailer.com/listing/1973-chevrolet-corvette-10/,"9,768",298,""
1948 Kurtis Midget Race Car,No,No,1948,"","","",1940s,American,Race Cars,45,captainmarco (https://bringatrailer.com/member/captainmarco/) ,,"","",borch (https://bringatrailer.com/member/borch/) ,,,,"",Sold,"$23,500",Thursday,May,9,1:30pm,16,https://bringatrailer.com/listing/1948-kurtis-midget-midget/,"14,724",398,""
1969 Datsun 2000 Race Car,No,No,1969,Datsun,Datsun Roadster,"",1960s,Japanese,Race Cars,101,Testme (https://bringatrailer.com/member/testme/) ,,White,,,,,,"",Not Sold,"Bid to $9,500",Wednesday,May,8,3:52pm,37,https://bringatrailer.com/listing/1969-datsun-2000-roadster-19/,"7,933",247,White with Red & Blue Accents
2014 Ford Mustang Boss 302S Factory Race Car,No,No,2014,Ford,Ford Mustang S197 2005-2014,"",2010s,American,Race Cars,97,911r (https://bringatrailer.com/member/911r/) ,,"","",M491GUY (https://bringatrailer.com/member/m491guy/) ,,,,"",Sold,"$61,000",Tuesday,May,7,1:25pm,24,https://bringatrailer.com/listing/2014-ford-mustang-21/,"21,948",606,""
LS1-Powered 1995 BMW M3 Race Car,No,Yes,1995,BMW,BMW E36 M3,3 series3-seriese36e36 m3,1990s,German,Race Cars,88,Bsewell (https://bringatrailer.com/member/bsewell/) ,,"","",run42km (https://bringatrailer.com/member/run42km/) ,,,,"",Sold,"$26,250",Monday,May,6,3:43pm,43,https://bringatrailer.com/listing/1995-bmw-m3-105/,"22,912",541,""
1927 Ford Model T Race Car,No,No,1927,Ford,Ford Model T,"",1920s,American,Race Cars,60,dofronty (https://bringatrailer.com/member/dofronty/) ,,"","",JFK007 (https://bringatrailer.com/member/jfk007/) ,,,,,Sold,"$7,750",Monday,May,6,2:28pm,33,https://bringatrailer.com/listing/1927-ford-model-t-3/,"13,777",381,""
1974 Chevron B27 Race Car,No,No,1974,Chevron,"","",1970s,British,Race Cars,42,dwornik (https://bringatrailer.com/member/dwornik/) ,,"","",,,,,"",Not Sold,"Bid to $29,250",Friday,May,3,1:45pm,16,https://bringatrailer.com/listing/1974-chevron-b27-3/,"9,565",290,""
1971 Ford Capri B-Sedan Race Car,No,No,1971,Ford,"","",1970s,"American, British, German",Race Cars,36,MesaMaui (https://bringatrailer.com/member/mesamaui/) ,,"","",,Unknown,Unknown,,"",Not Sold,"Bid to $20,000",Friday,April,26,4:15pm,16,https://bringatrailer.com/listing/1971-ford-capri/,"15,814",375,""
1986 Porsche 944 Track Car,No,No,1986,Porsche,Porsche 944,"",1980s,German,Race Cars,47,TranslogForPorsche (https://bringatrailer.com/member/translogforporsche/) ,,Red,,fstrnyu (https://bringatrailer.com/member/fstrnyu/) ,215k,Miles,,"",Sold,"$12,250",Thursday,April,25,1:29pm,34,https://bringatrailer.com/listing/1986-porsche-944-22/,"20,013",619,Guards Red
1972 Porsche 914 Race Car,No,No,1972,Porsche,Porsche 914 1.7/1.8/2.0,"",1970s,German,Race Cars,49,AutomotiveRestorations (https://bringatrailer.com/member/automotiverestorations/) ,,Black,,,3k,Miles/118,,"",Not Sold,"Bid to $18,000",Wednesday,April,24,3:15pm,15,https://bringatrailer.com/listing/1972-porsche-914-12/,"16,579",641,Red and Black Finish
1959 Huffaker BMC Mk 1 Formula Junior,No,No,1959,"","","",1960s,American,Race Cars,32,Loladriver (https://bringatrailer.com/member/loladriver/) ,,"","",eramotorsport (https://bringatrailer.com/member/eramotorsport/) ,Unknown,Unknown,,"",Sold,"$51,500",Tuesday,April,23,12:50pm,15,https://bringatrailer.com/listing/1960-huffaker-mark-1-formula-junior-bmc/,"10,028",289,""
1989 Lola T88/90,No,No,1989,Lola,"","",1980s,British,Race Cars,84,Martinh (https://bringatrailer.com/member/martinh/) ,,Green,,,,,,"",Not Sold,"Bid to $32,500",Friday,April,19,12:43pm,15,https://bringatrailer.com/listing/1989-lola-t88-90/,"20,231",556,Refinished in British Racing Green
1974 BMW 2002 Track Car,No,No,1974,BMW,BMW 2002,bmw 02bmw 2002,1970s,German,Race Cars,72,FB73tii (https://bringatrailer.com/member/fb73tii/) ,,Orange,,Jbar2002 (https://bringatrailer.com/member/jbar2002/) ,,,,"",Sold,"$14,000",Thursday,April,18,3:35pm,21,https://bringatrailer.com/listing/1974-bmw-2002-46/,"17,369",579,Colorado Orange Paint
1965 Chevrolet Corvette Track Car,No,No,1965,Chevrolet,Chevrolet Corvette C2,c2,1960s,American,Race Cars,63,vettefinderjim (https://bringatrailer.com/member/vettefinderjim/) ,,"","",,60k,Miles,,"",Not Sold,"Bid to $45,000",Thursday,April,18,1:05pm,10,https://bringatrailer.com/listing/1965-chevrolet-corvette-29/,"12,909",532,""
1972 Porsche 914 Race Car,No,No,1972,Porsche,Porsche 914 1.7/1.8/2.0,"",1970s,German,Race Cars,65,adguy924cgt (https://bringatrailer.com/member/adguy924cgt/) ,,"","",CFreeborn (https://bringatrailer.com/member/cfreeborn/) ,,,,"",Sold,"$15,750",Wednesday,April,17,2:06pm,40,https://bringatrailer.com/listing/1972-porsche-914-2-0-3/,"18,211",550,""
2016 BMW M235iR,No,No,2016,BMW,"","",2010s,German,Race Cars,78,Schmitt.H (https://bringatrailer.com/member/schmitt.h/) ,,"","",,2k,Miles,,"",Not Sold,"Bid to $90,500",Tuesday,April,16,3:25pm,42,https://bringatrailer.com/listing/2016-bmw-m235ir-2/,"24,864",614,""
1969 Datsun 510 Race Car,No,No,1969,Datsun,Datsun 510,"",1960s,Japanese,Race Cars,104,Jack_D (https://bringatrailer.com/member/jack_d/) ,,"","",DRCHOMPS (https://bringatrailer.com/member/drchomps/) ,Unknown,Unknown,,"",Sold,"$13,500",Tuesday,April,16,1:53pm,16,https://bringatrailer.com/listing/1969-datsun-510-4/,"18,000",575,""
2016 Ford Focus RS Rally Car,No,No,2016,Ford,Ford Focus,"",2010s,American,Race Cars,66,TeamOneil (https://bringatrailer.com/member/teamoneil/) ,,"","",,6k,Miles,,"",Not Sold,"Bid to $34,000",Monday,April,15,3:31pm,33,https://bringatrailer.com/listing/2016-ford-focus-rs-9/,"32,905",442,""
Triumph Spitfire Race Car,No,No,,Triumph,Triumph Spitfire,"",1970s,British,Race Cars,41,Racer5c (https://bringatrailer.com/member/racer5c/) ,,"","",,,,,"",Not Sold,"Bid to $6,000",Wednesday,April,10,2:42pm,23,https://bringatrailer.com/listing/1972-triumph-spitfire-8/,"8,782",301,""
1973 Porsche 911 3.2L Race Car,No,No,1973,Porsche,Porsche Longhood 911,"",1970s,German,Race Cars,58,Donnsny (https://bringatrailer.com/member/donnsny/) ,,"","",BillRam (https://bringatrailer.com/member/billram/) ,,,,"",Sold,"$35,500",Friday,April,5,3:58pm,27,https://bringatrailer.com/listing/1973-porsche-spec-911-race-car/,"13,966",664,""
1990 Martini Mk 59 Formula Renault,No,No,1990,Renault,"","",1990s,French,"Projects, Race Cars",30,RosnerMotorsports (https://bringatrailer.com/member/rosnermotorsports/) ,,"","",,,,,"",Not Sold,"Bid to $6,500",Friday,April,5,1:04pm,28,https://bringatrailer.com/listing/1990-renault-formula-3-race-car/,"13,284",388,""
2011 Ariel Atom SRA,No,No,2011,Ariel,Ariel Atom,"",2010s,British,Race Cars,29,justinbarryj (https://bringatrailer.com/member/justinbarryj/) ,,"","",,Unknown,Unknown,,"",Not Sold,"Bid to $22,750",Friday,April,5,12:41pm,23,https://bringatrailer.com/listing/2011-ariel-spec-race-atom/,"17,528",609,""
2005 Lamborghini Gallardo Track Car,No,No,2005,Lamborghini,Lamborghini Gallardo,"",2000s,Italian,Race Cars,60,alechammaker (https://bringatrailer.com/member/alechammaker/) ,,"","",,37k,Miles,,"",Not Sold,"Bid to $40,500",Thursday,April,4,3:56pm,15,https://bringatrailer.com/listing/2005-lamborghini-gallardo-6/,"23,180",631,""
1963 Chevrolet Corvette Convertible Race Car,No,No,1963,Chevrolet,Chevrolet Corvette C2,c2,1960s,American,"Convertibles, Race Cars",33,JimGlassCorvette (https://bringatrailer.com/member/jimglasscorvette/) ,,White,,,,,,"",Not Sold,"Bid to $36,000",Thursday,April,4,12:10pm,15,https://bringatrailer.com/listing/1963-chevrolet-corvette-convertible-11/,"10,624",424,Red/White Livery
2016 Chevrolet Corvette Trans Am Race Car,No,No,2016,Chevrolet,Chevrolet Corvette C7,"",2010s,American,Race Cars,43,HMG (https://bringatrailer.com/member/hmg/) ,,"","",,Unknown,Unknown,,"",Not Sold,"Bid to $52,500",Wednesday,April,3,3:50pm,13,https://bringatrailer.com/listing/2016-chevrolet-corvette-stingray-5/,"13,514",389,""
